               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.019255,           0.0093462,           0.0084274,             0.98967,             0.99989,               0.995,              0.6247,            0.014663,           0.0027416,          0.00045547,            0.002179,            0.002179,            0.002179
                 160,            0.017855,           0.0099232,           0.0064627,             0.98884,                   1,               0.995,             0.69677,             0.01529,           0.0025076,          0.00017191,           0.0021295,           0.0021295,           0.0021295
                 161,            0.018053,           0.0093024,            0.004419,             0.98949,                   1,               0.995,             0.71057,            0.016222,           0.0024394,          0.00018929,             0.00208,             0.00208,             0.00208
                 162,            0.017221,           0.0096383,           0.0071874,              0.9937,                   1,               0.995,             0.73984,            0.014781,           0.0024871,          0.00013933,           0.0020305,           0.0020305,           0.0020305
                 163,            0.016961,           0.0094937,           0.0046433,              0.9876,                   1,               0.995,              0.7227,            0.014835,           0.0024806,          0.00014927,            0.001981,            0.001981,            0.001981
                 164,            0.018755,           0.0098857,           0.0060971,             0.99049,                   1,               0.995,             0.71723,            0.016214,            0.002602,          0.00021887,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017053,            0.009361,           0.0057617,             0.99147,                   1,               0.995,             0.70872,            0.015178,           0.0026348,          0.00026457,            0.001882,            0.001882,            0.001882
                 166,            0.017334,            0.009578,            0.006095,              0.9921,                   1,               0.995,             0.70381,            0.015822,           0.0025542,          0.00018082,           0.0018325,           0.0018325,           0.0018325
                 167,            0.019081,           0.0095122,           0.0057345,             0.99219,                   1,               0.995,             0.69673,             0.01471,           0.0023973,          0.00015943,            0.001783,            0.001783,            0.001783
                 168,            0.018623,           0.0097474,           0.0055141,             0.99158,                   1,               0.995,             0.71022,            0.013937,           0.0023527,          0.00014538,           0.0017335,           0.0017335,           0.0017335
                 169,            0.019566,           0.0094193,            0.006431,             0.99103,                   1,               0.995,             0.73088,            0.014908,           0.0023037,          0.00011122,            0.001684,            0.001684,            0.001684
                 170,             0.01895,           0.0095504,           0.0068479,             0.99283,                   1,               0.995,             0.68967,            0.014851,           0.0024797,           0.0001183,           0.0016345,           0.0016345,           0.0016345
                 171,             0.01775,           0.0091912,           0.0045283,             0.97592,                   1,               0.995,             0.72297,            0.015558,           0.0023738,          0.00016744,            0.001585,            0.001585,            0.001585
                 172,             0.01743,           0.0091028,           0.0054135,             0.98543,                   1,               0.995,             0.74955,            0.015506,           0.0023047,          0.00013145,           0.0015355,           0.0015355,           0.0015355
                 173,            0.016233,           0.0091896,           0.0052361,             0.98953,                   1,               0.995,             0.72396,            0.016978,           0.0023972,          0.00014495,            0.001486,            0.001486,            0.001486
                 174,            0.017356,           0.0090195,           0.0054048,             0.98926,                   1,               0.995,             0.67616,            0.015919,           0.0023656,          0.00012739,           0.0014365,           0.0014365,           0.0014365
                 175,            0.018842,           0.0093788,           0.0062564,             0.98927,                   1,               0.995,             0.71255,            0.016041,           0.0025713,          0.00018904,            0.001387,            0.001387,            0.001387
                 176,            0.018008,           0.0095296,            0.005144,             0.99385,                   1,               0.995,             0.72525,            0.016859,           0.0023789,          0.00020996,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017638,            0.009625,           0.0046113,             0.98485,             0.99751,               0.995,              0.6697,            0.015846,           0.0028611,           0.0004941,            0.001288,            0.001288,            0.001288
                 178,            0.016524,           0.0091048,           0.0043645,             0.99266,                   1,               0.995,             0.66371,            0.015078,           0.0027047,          0.00026128,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016397,           0.0093407,           0.0049043,             0.99266,                   1,               0.995,             0.68591,            0.015481,           0.0023553,          9.0337e-05,            0.001189,            0.001189,            0.001189
                 180,              0.0169,           0.0092756,            0.007081,             0.99318,                   1,               0.995,             0.68525,             0.01604,           0.0023553,          9.8312e-05,           0.0011395,           0.0011395,           0.0011395
                 181,            0.017848,           0.0092102,           0.0059346,             0.99204,                   1,               0.995,              0.6898,            0.014501,           0.0025697,          0.00010306,             0.00109,             0.00109,             0.00109
                 182,            0.017281,           0.0088741,           0.0050267,             0.99344,                   1,               0.995,               0.718,            0.014003,           0.0024837,          0.00013411,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017253,           0.0090318,           0.0060668,             0.99244,                   1,               0.995,             0.71251,            0.013164,           0.0023499,          0.00017411,            0.000991,            0.000991,            0.000991
                 184,            0.018018,           0.0093417,           0.0049342,             0.99168,                   1,               0.995,             0.71875,             0.01234,           0.0023773,          0.00012791,           0.0009415,           0.0009415,           0.0009415
                 185,            0.021123,           0.0097731,           0.0063957,             0.95836,             0.96296,              0.9638,             0.70289,            0.015494,            0.002566,          0.00011001,            0.000892,            0.000892,            0.000892
                 186,            0.015342,            0.009681,            0.003292,             0.97886,             0.96296,             0.96344,             0.70821,            0.017029,           0.0024484,          0.00014734,           0.0008425,           0.0008425,           0.0008425
                 187,            0.017248,           0.0088529,           0.0054577,             0.98825,                   1,               0.995,             0.71753,            0.014867,           0.0023593,          0.00012612,            0.000793,            0.000793,            0.000793
                 188,             0.01667,           0.0091057,           0.0047792,             0.99175,                   1,               0.995,             0.70743,            0.014315,           0.0023773,          0.00012354,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016233,           0.0091811,           0.0040173,             0.99409,                   1,               0.995,             0.71077,            0.013992,           0.0023975,           0.0001524,            0.000694,            0.000694,            0.000694
                 190,            0.016445,           0.0089815,           0.0049498,              0.9886,                   1,               0.995,             0.70781,            0.013137,           0.0023898,          0.00012785,           0.0006445,           0.0006445,           0.0006445
                 191,            0.017467,           0.0094101,           0.0069055,             0.98682,                   1,               0.995,             0.69145,            0.014279,           0.0023668,          0.00013896,            0.000595,            0.000595,            0.000595
                 192,            0.016361,           0.0088973,           0.0045113,             0.98951,                   1,               0.995,             0.70894,            0.015188,           0.0023056,          0.00015187,           0.0005455,           0.0005455,           0.0005455
                 193,            0.016023,           0.0086815,            0.006071,             0.99054,                   1,               0.995,             0.72612,              0.0151,           0.0022784,          0.00014673,            0.000496,            0.000496,            0.000496
                 194,            0.017352,           0.0091476,           0.0053992,             0.98974,                   1,               0.995,             0.72288,            0.014334,           0.0022836,          0.00011171,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017007,           0.0087433,           0.0045021,             0.98889,                   1,               0.995,             0.71908,            0.013698,           0.0022955,          0.00010787,            0.000397,            0.000397,            0.000397
                 196,            0.018337,           0.0094377,           0.0054475,             0.98869,                   1,               0.995,             0.72495,            0.014051,           0.0023314,          0.00010029,           0.0003475,           0.0003475,           0.0003475
                 197,            0.015683,           0.0087032,           0.0044753,             0.98884,                   1,               0.995,              0.7211,            0.013917,           0.0023336,          0.00011897,            0.000298,            0.000298,            0.000298
                 198,            0.017359,           0.0086112,           0.0039037,             0.98942,                   1,               0.995,             0.70943,            0.013972,           0.0023403,          0.00012851,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017383,           0.0087067,           0.0049292,             0.98955,                   1,               0.995,             0.71797,             0.01401,           0.0023527,          0.00010892,            0.000199,            0.000199,            0.000199
